time,sensor,value,event,system,source
1772875761248537,gnc_mdot_lox,0.90996,,atlas,gnc
1772875761248537,gnc_thrust_error,0,,atlas,gnc
1772875761248537,gnc_change_alpha_cmd,0.95592,,atlas,gnc
1772875761248537,gnc_clamped_change_alpha_cmd,0.95592,,atlas,gnc
1772875761248537,gnc_alpha,29.93424,,atlas,gnc
1772875761248537,gnc_thrust_from_alpha,157.54458,,atlas,gnc
1772875761248537,gnc_fuel_valve_setpoint,20.83384,,atlas,gnc
1772875761248537,gnc_fuel_valve_driver,22.26346,,atlas,gnc
1772875761248537,gnc_fuel_valve_encoder_pos,21.68724,,atlas,gnc
1772875761248537,gnc_lox_valve_setpoint,25.44312,,atlas,gnc
1772875761248537,gnc_lox_valve_driver,26.44928,,atlas,gnc
1772875761248537,gnc_lox_valve_encoder_pos,25.95771,,atlas,gnc
1772875761248537,gnc_ptf401,210.23942,,atlas,gnc
1772875761248537,gnc_pto401,325.31442,,atlas,gnc
1772875761248537,gnc_ptc401,40.24638,,atlas,gnc
1772875761248537,gnc_ptc402,41.20775,,atlas,gnc
1772875761298537,gnc_predicted_thrust,0,,atlas,gnc
1772875761298537,gnc_target_thrust,0,,atlas,gnc
1772875761298537,gnc_predicted_of,1.47455,,atlas,gnc
1772875761298537,gnc_mdot_fuel,0.62867,,atlas,gnc
1772875761298537,gnc_mdot_lox,0.92701,,atlas,gnc
1772875761298537,gnc_thrust_error,0,,atlas,gnc
1772875761298537,gnc_change_alpha_cmd,1.2538,,atlas,gnc
1772875761298537,gnc_clamped_change_alpha_cmd,1.2538,,atlas,gnc
1772875761298537,gnc_alpha,30.23777,,atlas,gnc
1772875761298537,gnc_thrust_from_alpha,159.43591,,atlas,gnc
1772875761298537,gnc_fuel_valve_setpoint,20.97023,,atlas,gnc
1772875761298537,gnc_fuel_valve_driver,22.20764,,atlas,gnc
1772875761298537,gnc_fuel_valve_encoder_pos,21.65382,,atlas,gnc
1772875761298537,gnc_lox_valve_setpoint,25.56165,,atlas,gnc
1772875761298537,gnc_lox_valve_driver,26.92112,,atlas,gnc
1772875761298537,gnc_lox_valve_encoder_pos,26.45422,,atlas,gnc
1772875761298537,gnc_ptf401,210.27909,,atlas,gnc
1772875761298537,gnc_pto401,325.36658,,atlas,gnc
1772875761298537,gnc_ptc401,40.28697,,atlas,gnc
1772875761298537,gnc_ptc402,41.24193,,atlas,gnc
1772875761348537,gnc_predicted_thrust,0,,atlas,gnc
1772875761348537,gnc_target_thrust,0,,atlas,gnc
1772875761348537,gnc_predicted_of,1.47481,,atlas,gnc
1772875761348537,gnc_mdot_fuel,0.63267,,atlas,gnc
1772875761348537,gnc_mdot_lox,0.93307,,atlas,gnc
1772875761348537,gnc_thrust_error,0,,atlas,gnc
1772875761348537,gnc_change_alpha_cmd,1.18516,,atlas,gnc
1772875761348537,gnc_clamped_change_alpha_cmd,1.18516,,atlas,gnc
1772875761348537,gnc_alpha,30.53294,,atlas,gnc
1772875761348537,gnc_thrust_from_alpha,161.28304,,atlas,gnc
1772875761348537,gnc_fuel_valve_setpoint,21.10542,,atlas,gnc
1772875761348537,gnc_fuel_valve_driver,22.75755,,atlas,gnc
1772875761348537,gnc_fuel_valve_encoder_pos,22.22542,,atlas,gnc
1772875761348537,gnc_lox_valve_setpoint,25.67799,,atlas,gnc
1772875761348537,gnc_lox_valve_driver,27.17546,,atlas,gnc
1772875761348537,gnc_lox_valve_encoder_pos,26.73253,,atlas,gnc
1772875761348537,gnc_ptf401,210.31864,,atlas,gnc
1772875761348537,gnc_pto401,325.41863,,atlas,gnc
1772875761348537,gnc_ptc401,40.32734,,atlas,gnc
1772875761348537,gnc_ptc402,41.27591,,atlas,gnc
1772875761398537,gnc_predicted_thrust,0,,atlas,gnc
1772875761398537,gnc_target_thrust,0,,atlas,gnc
1772875761398537,gnc_predicted_of,1.47642,,atlas,gnc
1772875761398537,gnc_mdot_fuel,0.6365,,atlas,gnc
1772875761398537,gnc_mdot_lox,0.93974,,atlas,gnc
1772875761398537,gnc_thrust_error,0,,atlas,gnc
1772875761398537,gnc_change_alpha_cmd,1.51667,,atlas,gnc
1772875761398537,gnc_clamped_change_alpha_cmd,1.51667,,atlas,gnc
1772875761398537,gnc_alpha,30.81876,,atlas,gnc
1772875761398537,gnc_thrust_from_alpha,163.08085,,atlas,gnc
1772875761398537,gnc_fuel_valve_setpoint,21.23927,,atlas,gnc
1772875761398537,gnc_fuel_valve_driver,22.37985,,atlas,gnc
1772875761398537,gnc_fuel_valve_encoder_pos,21.86867,,atlas,gnc
1772875761398537,gnc_lox_valve_setpoint,25.79197,,atlas,gnc
1772875761398537,gnc_lox_valve_driver,26.83982,,atlas,gnc
1772875761398537,gnc_lox_valve_encoder_pos,26.42008,,atlas,gnc
1772875761398537,gnc_ptf401,210.35806,,atlas,gnc
1772875761398537,gnc_pto401,325.47055,,atlas,gnc
1772875761398537,gnc_ptc401,40.36747,,atlas,gnc
1772875761398537,gnc_ptc402,41.30966,,atlas,gnc
1772875761448537,gnc_predicted_thrust,0,,atlas,gnc
1772875761448537,gnc_target_thrust,0,,atlas,gnc
1772875761448537,gnc_predicted_of,1.48214,,atlas,gnc
1772875761448537,gnc_mdot_fuel,0.64015,,atlas,gnc
1772875761448537,gnc_mdot_lox,0.9488,,atlas,gnc
1772875761448537,gnc_thrust_error,0,,atlas,gnc
1772875761448537,gnc_change_alpha_cmd,1.55809,,atlas,gnc
1772875761448537,gnc_clamped_change_alpha_cmd,1.55809,,atlas,gnc
1772875761448537,gnc_alpha,31.09436,,atlas,gnc
1772875761448537,gnc_thrust_from_alpha,164.82464,,atlas,gnc
1772875761448537,gnc_fuel_valve_setpoint,21.37159,,atlas,gnc
1772875761448537,gnc_fuel_valve_driver,23.06066,,atlas,gnc
1772875761448537,gnc_fuel_valve_encoder_pos,22.56964,,atlas,gnc
1772875761448537,gnc_lox_valve_setpoint,25.90342,,atlas,gnc
1772875761448537,gnc_lox_valve_driver,26.80416,,atlas,gnc
1772875761448537,gnc_lox_valve_encoder_pos,26.40676,,atlas,gnc
1772875761448537,gnc_ptf401,210.39734,,atlas,gnc
1772875761448537,gnc_pto401,325.52232,,atlas,gnc
1772875761448537,gnc_ptc401,40.40732,,atlas,gnc
1772875761448537,gnc_ptc402,41.34314,,atlas,gnc
1772875761498537,gnc_predicted_thrust,0,,atlas,gnc
1772875761498537,gnc_target_thrust,0,,atlas,gnc
1772875761498537,gnc_predicted_of,1.48392,,atlas,gnc
1772875761498537,gnc_mdot_fuel,0.64363,,atlas,gnc
1772875761498537,gnc_mdot_lox,0.95509,,atlas,gnc
1772875761498537,gnc_thrust_error,0,,atlas,gnc
1772875761498537,gnc_change_alpha_cmd,1.68426,,atlas,gnc
1772875761498537,gnc_clamped_change_alpha_cmd,1.68426,,atlas,gnc
1772875761498537,gnc_alpha,31.35896,,atlas,gnc
1772875761498537,gnc_thrust_from_alpha,166.51023,,atlas,gnc
1772875761498537,gnc_fuel_valve_setpoint,21.50224,,atlas,gnc
1772875761498537,gnc_fuel_valve_driver,22.97081,,atlas,gnc
1772875761498537,gnc_fuel_valve_encoder_pos,22.49913,,atlas,gnc
1772875761498537,gnc_lox_valve_setpoint,26.0122,,atlas,gnc
1772875761498537,gnc_lox_valve_driver,27.65336,,atlas,gnc
1772875761498537,gnc_lox_valve_encoder_pos,27.27738,,atlas,gnc
1772875761498537,gnc_ptf401,210.43646,,atlas,gnc
1772875761498537,gnc_pto401,325.57394,,atlas,gnc
1772875761498537,gnc_ptc401,40.44686,,atlas,gnc
1772875761498537,gnc_ptc402,41.37634,,atlas,gnc
1772875761548537,gnc_predicted_thrust,0,,atlas,gnc
1772875761548537,gnc_target_thrust,0,,atlas,gnc
1772875761548537,gnc_predicted_of,1.47791,,atlas,gnc
1772875761548537,gnc_mdot_fuel,0.64691,,atlas,gnc
1772875761548537,gnc_mdot_lox,0.95607,,atlas,gnc
1772875761548537,gnc_thrust_error,0,,atlas,gnc
1772875761548537,gnc_change_alpha_cmd,1.70802,,atlas,gnc
1772875761548537,gnc_clamped_change_alpha_cmd,1.70802,,atlas,gnc
1772875761548537,gnc_alpha,31.61186,,atlas,gnc
1772875761548537,gnc_thrust_from_alpha,168.13395,,atlas,gnc
1772875761548537,gnc_fuel_valve_setpoint,21.63104,,atlas,gnc
1772875761548537,gnc_fuel_valve_driver,22.89519,,atlas,gnc
1772875761548537,gnc_fuel_valve_encoder_pos,22.44197,,atlas,gnc
1772875761548537,gnc_lox_valve_setpoint,26.11815,,atlas,gnc
1772875761548537,gnc_lox_valve_driver,27.55104,,atlas,gnc
1772875761548537,gnc_lox_valve_encoder_pos,27.1955,,atlas,gnc
1772875761548537,gnc_ptf401,210.47541,,atlas,gnc
1772875761548537,gnc_pto401,325.62538,,atlas,gnc
1772875761548537,gnc_ptc401,40.48606,,atlas,gnc
1772875761548537,gnc_ptc402,41.40922,,atlas,gnc
1772875761598537,gnc_predicted_thrust,0,,atlas,gnc
1772875761598537,gnc_target_thrust,0,,atlas,gnc
1772875761598537,gnc_predicted_of,1.48857,,atlas,gnc
1772875761598537,gnc_mdot_fuel,0.64999,,atlas,gnc
1772875761598537,gnc_mdot_lox,0.96756,,atlas,gnc
1772875761598537,gnc_thrust_error,0,,atlas,gnc
1772875761598537,gnc_change_alpha_cmd,1.87159,,atlas,gnc
1772875761598537,gnc_clamped_change_alpha_cmd,1.87159,,atlas,gnc
1772875761598537,gnc_alpha,31.85249,,atlas,gnc
1772875761598537,gnc_thrust_from_alpha,169.69269,,atlas,gnc
1772875761598537,gnc_fuel_valve_setpoint,21.75785,,atlas,gnc
1772875761598537,gnc_fuel_valve_driver,23.80383,,atlas,gnc
1772875761598537,gnc_fuel_valve_encoder_pos,23.36818,,atlas,gnc
1772875761598537,gnc_lox_valve_setpoint,26.22112,,atlas,gnc
1772875761598537,gnc_lox_valve_driver,27.23835,,atlas,gnc
1772875761598537,gnc_lox_valve_encoder_pos,26.90221,,atlas,gnc
1772875761598537,gnc_ptf401,210.51416,,atlas,gnc
1772875761598537,gnc_pto401,325.67663,,atlas,gnc
1772875761598537,gnc_ptc401,40.5249,,atlas,gnc
1772875761598537,gnc_ptc402,41.44176,,atlas,gnc
1772875761648537,gnc_predicted_thrust,0,,atlas,gnc
1772875761648537,gnc_target_thrust,0,,atlas,gnc
1772875761648537,gnc_predicted_of,1.48674,,atlas,gnc
1772875761648537,gnc_mdot_fuel,0.65288,,atlas,gnc
1772875761648537,gnc_mdot_lox,0.97066,,atlas,gnc
1772875761648537,gnc_thrust_error,0,,atlas,gnc
1772875761648537,gnc_change_alpha_cmd,2.12687,,atlas,gnc
1772875761648537,gnc_clamped_change_alpha_cmd,2.12687,,atlas,gnc
1772875761648537,gnc_alpha,32.08037,,atlas,gnc
1772875761648537,gnc_thrust_from_alpha,171.18393,,atlas,gnc
1772875761648537,gnc_fuel_valve_setpoint,21.8825,,atlas,gnc
1772875761648537,gnc_fuel_valve_driver,23.52398,,atlas,gnc
1772875761648537,gnc_fuel_valve_encoder_pos,23.10495,,atlas,gnc
1772875761648537,gnc_lox_valve_setpoint,26.32097,,atlas,gnc
1772875761648537,gnc_lox_valve_driver,27.79628,,atlas,gnc
1772875761648537,gnc_lox_valve_encoder_pos,27.47844,,atlas,gnc
1772875761648537,gnc_ptf401,210.55271,,atlas,gnc
1772875761648537,gnc_pto401,325.72767,,atlas,gnc
1772875761648537,gnc_ptc401,40.56334,,atlas,gnc
1772875761648537,gnc_ptc402,41.47393,,atlas,gnc
1772875761698537,gnc_predicted_thrust,0,,atlas,gnc
1772875761698537,gnc_target_thrust,0,,atlas,gnc
1772875761698537,gnc_predicted_of,1.48103,,atlas,gnc
1772875761698537,gnc_mdot_fuel,0.65555,,atlas,gnc
1772875761698537,gnc_mdot_lox,0.97089,,atlas,gnc
1772875761698537,gnc_thrust_error,0,,atlas,gnc
1772875761698537,gnc_change_alpha_cmd,2.11248,,atlas,gnc
1772875761698537,gnc_clamped_change_alpha_cmd,2.11248,,atlas,gnc
1772875761698537,gnc_alpha,32.29516,,atlas,gnc
1772875761698537,gnc_thrust_from_alpha,172.60575,,atlas,gnc
1772875761698537,gnc_fuel_valve_setpoint,22.00485,,atlas,gnc
1772875761698537,gnc_fuel_valve_driver,23.69679,,atlas,gnc
1772875761698537,gnc_fuel_valve_encoder_pos,23.29341,,atlas,gnc
1772875761698537,gnc_lox_valve_setpoint,26.41756,,atlas,gnc
1772875761698537,gnc_lox_valve_driver,28.27536,,atlas,gnc
1772875761698537,gnc_lox_valve_encoder_pos,27.97467,,atlas,gnc
1772875761698537,gnc_ptf401,210.59104,,atlas,gnc
1772875761698537,gnc_pto401,325.77849,,atlas,gnc
1772875761698537,gnc_ptc401,40.60135,,atlas,gnc
1772875761698537,gnc_ptc402,41.50569,,atlas,gnc
1772875761748537,gnc_predicted_thrust,0,,atlas,gnc
1772875761748537,gnc_target_thrust,0,,atlas,gnc
1772875761748537,gnc_predicted_of,1.47845,,atlas,gnc
1772875761748537,gnc_mdot_fuel,0.65801,,atlas,gnc
1772875761748537,gnc_mdot_lox,0.97284,,atlas,gnc
1772875761748537,gnc_thrust_error,0,,atlas,gnc
1772875761748537,gnc_change_alpha_cmd,2.54898,,atlas,gnc
1772875761748537,gnc_clamped_change_alpha_cmd,2.5,,atlas,gnc
1772875761748537,gnc_alpha,32.49662,,atlas,gnc
1772875761748537,gnc_thrust_from_alpha,173.95684,,atlas,gnc
1772875761748537,gnc_fuel_valve_setpoint,22.12474,,atlas,gnc
1772875761748537,gnc_fuel_valve_driver,24.12031,,atlas,gnc
1772875761748537,gnc_fuel_valve_encoder_pos,23.73158,,atlas,gnc
1772875761748537,gnc_lox_valve_setpoint,26.51075,,atlas,gnc
1772875761748537,gnc_lox_valve_driver,28.37514,,atlas,gnc
1772875761748537,gnc_lox_valve_encoder_pos,28.09038,,atlas,gnc
1772875761748537,gnc_ptf401,210.62913,,atlas,gnc
1772875761748537,gnc_pto401,325.82907,,atlas,gnc
1772875761748537,gnc_ptc401,40.63891,,atlas,gnc
1772875761748537,gnc_ptc402,41.53703,,atlas,gnc
1772875761798537,gnc_predicted_thrust,0,,atlas,gnc
1772875761798537,gnc_target_thrust,0,,atlas,gnc
1772875761798537,gnc_predicted_of,1.49395,,atlas,gnc
1772875761798537,gnc_mdot_fuel,0.66025,,atlas,gnc
1772875761798537,gnc_mdot_lox,0.98639,,atlas,gnc
1772875761798537,gnc_thrust_error,0,,atlas,gnc
1772875761798537,gnc_change_alpha_cmd,2.29455,,atlas,gnc
1772875761798537,gnc_clamped_change_alpha_cmd,2.29455,,atlas,gnc
1772875761798537,gnc_alpha,32.68465,,atlas,gnc
1772875761798537,gnc_thrust_from_alpha,175.23652,,atlas,gnc
1772875761798537,gnc_fuel_valve_setpoint,22.24204,,atlas,gnc
1772875761798537,gnc_fuel_valve_driver,24.18568,,atlas,gnc
1772875761798537,gnc_fuel_valve_encoder_pos,23.81056,,atlas,gnc
1772875761798537,gnc_lox_valve_setpoint,26.6004,,atlas,gnc
1772875761798537,gnc_lox_valve_driver,27.73677,,atlas,gnc
1772875761798537,gnc_lox_valve_encoder_pos,27.4667,,atlas,gnc
1772875761798537,gnc_ptf401,210.66697,,atlas,gnc
1772875761798537,gnc_pto401,325.87939,,atlas,gnc
1772875761798537,gnc_ptc401,40.67598,,atlas,gnc
1772875761798537,gnc_ptc402,41.56792,,atlas,gnc
1772875761848537,gnc_predicted_thrust,0,,atlas,gnc
1772875761848537,gnc_target_thrust,0,,atlas,gnc
1772875761848537,gnc_predicted_of,1.49864,,atlas,gnc
1772875761848537,gnc_mdot_fuel,0.66227,,atlas,gnc
1772875761848537,gnc_mdot_lox,0.99251,,atlas,gnc
1772875761848537,gnc_thrust_error,0,,atlas,gnc
1772875761848537,gnc_change_alpha_cmd,2.44067,,atlas,gnc
1772875761848537,gnc_clamped_change_alpha_cmd,2.44067,,atlas,gnc
1772875761848537,gnc_alpha,32.85924,,atlas,gnc
1772875761848537,gnc_thrust_from_alpha,176.44475,,atlas,gnc
1772875761848537,gnc_fuel_valve_setpoint,22.35658,,atlas,gnc
1772875761848537,gnc_fuel_valve_driver,24.16804,,atlas,gnc
1772875761848537,gnc_fuel_valve_encoder_pos,23.80546,,atlas,gnc
1772875761848537,gnc_lox_valve_setpoint,26.6864,,atlas,gnc
1772875761848537,gnc_lox_valve_driver,28.54816,,atlas,gnc
1772875761848537,gnc_lox_valve_encoder_pos,28.29147,,atlas,gnc
1772875761848537,gnc_ptf401,210.70455,,atlas,gnc
1772875761848537,gnc_pto401,325.92945,,atlas,gnc
1772875761848537,gnc_ptc401,40.71255,,atlas,gnc
1772875761848537,gnc_ptc402,41.59834,,atlas,gnc
1772875761898537,gnc_predicted_thrust,0,,atlas,gnc
1772875761898537,gnc_target_thrust,0,,atlas,gnc
1772875761898537,gnc_predicted_of,1.48738,,atlas,gnc
1772875761898537,gnc_mdot_fuel,0.66407,,atlas,gnc
1772875761898537,gnc_mdot_lox,0.98772,,atlas,gnc
1772875761898537,gnc_thrust_error,0,,atlas,gnc
1772875761898537,gnc_change_alpha_cmd,2.94598,,atlas,gnc
1772875761898537,gnc_clamped_change_alpha_cmd,2.5,,atlas,gnc
1772875761898537,gnc_alpha,33.02053,,atlas,gnc
1772875761898537,gnc_thrust_from_alpha,177.58209,,atlas,gnc
1772875761898537,gnc_fuel_valve_setpoint,22.46824,,atlas,gnc
1772875761898537,gnc_fuel_valve_driver,24.17342,,atlas,gnc
1772875761898537,gnc_fuel_valve_encoder_pos,23.82229,,atlas,gnc
1772875761898537,gnc_lox_valve_setpoint,26.76862,,atlas,gnc
1772875761898537,gnc_lox_valve_driver,28.4892,,atlas,gnc
1772875761898537,gnc_lox_valve_encoder_pos,28.24456,,atlas,gnc
1772875761898537,gnc_ptf401,210.74184,,atlas,gnc
1772875761898537,gnc_pto401,325.97922,,atlas,gnc
1772875761898537,gnc_ptc401,40.74857,,atlas,gnc
1772875761898537,gnc_ptc402,41.62825,,atlas,gnc
1772875761948537,gnc_predicted_thrust,135.02564,,atlas,gnc
1772875761948537,gnc_target_thrust,138.0,,atlas,gnc
1772875761948537,gnc_predicted_of,1.49242,,atlas,gnc
1772875761948537,gnc_mdot_fuel,1.07963,,atlas,gnc
1772875761948537,gnc_mdot_lox,1.61126,,atlas,gnc
1772875761948537,gnc_thrust_error,2.97436,,atlas,gnc
1772875761948537,gnc_change_alpha_cmd,2.70536,,atlas,gnc
1772875761948537,gnc_clamped_change_alpha_cmd,2.5,,atlas,gnc
1772875761948537,gnc_alpha,33.16876,,atlas,gnc
1772875761948537,gnc_thrust_from_alpha,178.64972,,atlas,gnc
1772875761948537,gnc_fuel_valve_setpoint,61.21687,,atlas,gnc
1772875761948537,gnc_fuel_valve_driver,63.22342,,atlas,gnc
1772875761948537,gnc_fuel_valve_encoder_pos,62.88265,,atlas,gnc
1772875761948537,gnc_lox_valve_setpoint,73.76695,,atlas,gnc
1772875761948537,gnc_lox_valve_driver,74.74461,,atlas,gnc
1772875761948537,gnc_lox_valve_encoder_pos,74.51063,,atlas,gnc
1772875761948537,gnc_ptf401,210.77884,,atlas,gnc
1772875761948537,gnc_pto401,326.02869,,atlas,gnc
1772875761948537,gnc_ptc401,40.78403,,atlas,gnc
1772875761948537,gnc_ptc402,41.65763,,atlas,gnc
1772875761998537,gnc_predicted_thrust,139.68272,,atlas,gnc
1772875761998537,gnc_target_thrust,138.9,,atlas,gnc
1772875761998537,gnc_predicted_of,1.48764,,atlas,gnc
1772875761998537,gnc_mdot_fuel,1.08365,,atlas,gnc
